0.858428,-0.0813088,-29.3683,92,130.64,365.24,107.64,161.92,320.16,91.08,163.76,310.96,120.52,167.44,322,125.12,153.64,364.32,130.64,172.96,359.72,108.56,92,449.88,99.36,109.48,441.6,109.48,125.12,471.04,121.44,151.8,492.2
0.858428,-0.0813088,-29.3683,92.92,127.88,364.32,107.64,162.84,317.4,92.92,161.92,310.96,120.52,162.84,322,125.12,150.88,366.16,132.48,170.2,360.64,111.32,92.92,448.04,99.36,109.48,439.76,112.24,121.44,471.04,122.36,149.04,494.04
0.858428,-0.0813088,-29.3683,93.84,127.88,366.16,107.64,165.6,316.48,92.92,164.68,309.12,120.52,166.52,323.84,126.04,154.56,366.16,129.72,171.12,362.48,108.56,94.76,450.8,97.52,111.32,445.28,109.48,122.36,471.04,123.28,152.72,494.96
0.858428,-0.0813088,-29.3683,89.24,129.72,365.24,109.48,161,319.24,90.16,161,310.04,122.36,165.6,324.76,124.2,153.64,368,129.72,174.8,362.48,108.56,92.92,448.96,100.28,109.48,446.2,108.56,124.2,471.04,124.2,152.72,496.8
0.858428,-0.0813088,-29.3683,91.08,130.64,366.16,105.8,162.84,316.48,92,162.84,309.12,121.44,165.6,322.92,125.12,151.8,369.84,130.64,172.04,360.64,107.64,93.84,452.64,102.12,109.48,444.36,110.4,125.12,472.88,125.12,153.64,493.12
0.858428,-0.0813088,-29.3683,92,130.64,367.08,108.56,161,316.48,92.92,162.84,314.64,120.52,163.76,323.84,124.2,153.64,368,130.64,174.8,364.32,107.64,92.92,449.88,99.36,109.48,444.36,110.4,126.96,470.12,124.2,153.64,494.96
0.858428,-0.0813088,-29.3683,92.92,130.64,365.24,105.8,164.68,318.32,91.08,162.84,311.88,118.68,165.6,324.76,124.2,152.72,366.16,130.64,174.8,359.72,108.56,92,450.8,99.36,109.48,441.6,108.56,125.12,469.2,125.12,152.72,495.88
0.858428,-0.0813088,-29.3683,92,127.88,367.08,103.04,162.84,318.32,92,162.84,310.04,121.44,165.6,321.08,126.96,153.64,367.08,129.72,174.8,361.56,106.72,93.84,451.72,101.2,110.4,443.44,107.64,123.28,471.04,123.28,149.96,494.96
0.858428,-0.0813088,-29.3683,92,130.64,363.4,108.56,162.84,319.24,91.08,164.68,311.88,121.44,163.76,321.08,125.12,150.88,367.08,132.48,172.04,363.4,108.56,92,451.72,100.28,107.64,440.68,109.48,124.2,466.44,121.44,151.8,495.88
0.858428,-0.0813088,-29.3683,91.08,131.56,364.32,105.8,161.92,317.4,92.92,163.76,312.8,117.76,165.6,323.84,126.04,151.8,367.08,132.48,173.88,359.72,107.64,92,449.88,101.2,111.32,442.52,109.48,121.44,472.88,125.12,151.8,496.8
0.858428,-0.0813088,-29.3683,91.08,128.8,368.92,107.64,160.08,318.32,90.16,162.84,310.04,120.52,167.44,323.84,126.04,151.8,368,129.72,173.88,363.4,107.64,94.76,449.88,102.12,108.56,443.44,107.64,125.12,469.2,122.36,152.72,491.28
0.858428,-0.0813088,-29.3683,90.16,130.64,365.24,105.8,160.08,320.16,92,164.68,312.8,119.6,165.6,322,125.12,149.96,366.16,132.48,172.04,363.4,109.48,93.84,451.72,97.52,110.4,446.2,108.56,124.2,471.04,123.28,151.8,496.8
0.858428,-0.0813088,-29.3683,90.16,129.72,366.16,105.8,161,318.32,92,162.84,312.8,121.44,165.6,324.76,124.2,153.64,368,128.8,173.88,360.64,110.4,93.84,449.88,102.12,109.48,441.6,109.48,125.12,471.96,123.28,149.96,494.04
0.858428,-0.0813088,-29.3683,94.76,128.8,366.16,108.56,161,318.32,90.16,162.84,311.88,118.68,165.6,322.92,126.04,155.48,368.92,130.64,174.8,364.32,111.32,92,451.72,101.2,108.56,446.2,110.4,122.36,471.04,124.2,150.88,493.12
0.858428,-0.0813088,-29.3683,95.68,129.72,367.08,106.72,161.92,320.16,92.92,161.92,312.8,119.6,166.52,322.92,124.2,152.72,368,133.4,174.8,362.48,110.4,94.76,451.72,100.28,111.32,442.52,109.48,125.12,469.2,121.44,150.88,493.12
0.858428,-0.0813088,-29.3683,91.08,127.88,364.32,108.56,161.92,315.56,91.08,162.84,312.8,119.6,166.52,324.76,125.12,151.8,367.08,132.48,172.04,361.56,108.56,94.76,451.72,99.36,109.48,442.52,108.56,123.28,473.8,122.36,151.8,494.96
